MovieID,Title,Genres,bert_text
1022,Cinderella (1950),Animation|Children's|Musical,Movie title: Cinderella (1950). Genres: Animation|Children's|Musical
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,Movie title: Winnie the Pooh and the Blustery Day (1968). Genres: Animation|Children's
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,"Movie title: Three Caballeros, The (1945). Genres: Animation|Children's|Musical"
1025,"Sword in the Stone, The (1963)",Animation|Children's,"Movie title: Sword in the Stone, The (1963). Genres: Animation|Children's"
1026,So Dear to My Heart (1949),Children's|Drama,Movie title: So Dear to My Heart (1949). Genres: Children's|Drama
1027,Robin Hood: Prince of Thieves (1991),Drama,Movie title: Robin Hood: Prince of Thieves (1991). Genres: Drama
1028,Mary Poppins (1964),Children's|Comedy|Musical,Movie title: Mary Poppins (1964). Genres: Children's|Comedy|Musical
1029,Dumbo (1941),Animation|Children's|Musical,Movie title: Dumbo (1941). Genres: Animation|Children's|Musical
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,Movie title: Pete's Dragon (1977). Genres: Adventure|Animation|Children's|Musical
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,Movie title: Bedknobs and Broomsticks (1971). Genres: Adventure|Children's|Musical
1032,Alice in Wonderland (1951),Animation|Children's|Musical,Movie title: Alice in Wonderland (1951). Genres: Animation|Children's|Musical
1033,"Fox and the Hound, The (1981)",Animation|Children's,"Movie title: Fox and the Hound, The (1981). Genres: Animation|Children's"
1034,Freeway (1996),Crime,Movie title: Freeway (1996). Genres: Crime
1035,"Sound of Music, The (1965)",Musical,"Movie title: Sound of Music, The (1965). Genres: Musical"
1036,Die Hard (1988),Action|Thriller,Movie title: Die Hard (1988). Genres: Action|Thriller
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,"Movie title: Lawnmower Man, The (1992). Genres: Action|Sci-Fi|Thriller"
1038,Unhook the Stars (1996),Drama,Movie title: Unhook the Stars (1996). Genres: Drama
1039,Synthetic Pleasures (1995),Documentary,Movie title: Synthetic Pleasures (1995). Genres: Documentary
1040,"Secret Agent, The (1996)",Drama,"Movie title: Secret Agent, The (1996). Genres: Drama"
1041,Secrets & Lies (1996),Drama,Movie title: Secrets & Lies (1996). Genres: Drama
1042,That Thing You Do! (1996),Comedy,Movie title: That Thing You Do! (1996). Genres: Comedy
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,Movie title: To Gillian on Her 37th Birthday (1996). Genres: Drama|Romance
1044,Surviving Picasso (1996),Drama,Movie title: Surviving Picasso (1996). Genres: Drama
1045,Love Is All There Is (1996),Comedy|Drama,Movie title: Love Is All There Is (1996). Genres: Comedy|Drama
1046,Beautiful Thing (1996),Drama|Romance,Movie title: Beautiful Thing (1996). Genres: Drama|Romance
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,"Movie title: Long Kiss Goodnight, The (1996). Genres: Action|Thriller"
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,"Movie title: Ghost and the Darkness, The (1996). Genres: Action|Adventure"
1050,Looking for Richard (1996),Documentary|Drama,Movie title: Looking for Richard (1996). Genres: Documentary|Drama
1051,Trees Lounge (1996),Drama,Movie title: Trees Lounge (1996). Genres: Drama
1052,"Proprietor, The (1996)",Drama,"Movie title: Proprietor, The (1996). Genres: Drama"
1053,Normal Life (1996),Crime|Drama,Movie title: Normal Life (1996). Genres: Crime|Drama
1054,Get on the Bus (1996),Drama,Movie title: Get on the Bus (1996). Genres: Drama
1055,Shadow Conspiracy (1997),Thriller,Movie title: Shadow Conspiracy (1997). Genres: Thriller
1056,Jude (1996),Drama,Movie title: Jude (1996). Genres: Drama
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,Movie title: Everyone Says I Love You (1996). Genres: Comedy|Musical|Romance
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,Movie title: Bitter Sugar (Azucar Amargo) (1996). Genres: Drama
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,Movie title: William Shakespeare's Romeo and Juliet (1996). Genres: Drama|Romance
1060,Swingers (1996),Comedy|Drama,Movie title: Swingers (1996). Genres: Comedy|Drama
1061,Sleepers (1996),Crime|Drama,Movie title: Sleepers (1996). Genres: Crime|Drama
1062,"Sunchaser, The (1996)",Drama,"Movie title: Sunchaser, The (1996). Genres: Drama"
1063,Johns (1996),Drama,Movie title: Johns (1996). Genres: Drama
1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,Movie title: Aladdin and the King of Thieves (1996). Genres: Animation|Children's|Comedy
1065,"Woman in Question, The (1950)",Mystery,"Movie title: Woman in Question, The (1950). Genres: Mystery"
1066,Shall We Dance? (1937),Comedy|Musical|Romance,Movie title: Shall We Dance? (1937). Genres: Comedy|Musical|Romance
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,"Movie title: Damsel in Distress, A (1937). Genres: Comedy|Musical|Romance"
1068,Crossfire (1947),Crime|Film-Noir,Movie title: Crossfire (1947). Genres: Crime|Film-Noir
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,"Movie title: Murder, My Sweet (1944). Genres: Film-Noir|Thriller"
1070,Macao (1952),Adventure,Movie title: Macao (1952). Genres: Adventure
1071,For the Moment (1994),Romance|War,Movie title: For the Moment (1994). Genres: Romance|War
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,Movie title: Willy Wonka and the Chocolate Factory (1971). Genres: Adventure|Children's|Comedy|Fantasy
1075,"Sexual Life of the Belgians, The (1994)",Comedy,"Movie title: Sexual Life of the Belgians, The (1994). Genres: Comedy"
1076,"Innocents, The (1961)",Thriller,"Movie title: Innocents, The (1961). Genres: Thriller"
1077,Sleeper (1973),Comedy|Sci-Fi,Movie title: Sleeper (1973). Genres: Comedy|Sci-Fi
1078,Bananas (1971),Comedy|War,Movie title: Bananas (1971). Genres: Comedy|War
1079,"Fish Called Wanda, A (1988)",Comedy,"Movie title: Fish Called Wanda, A (1988). Genres: Comedy"
1080,Monty Python's Life of Brian (1979),Comedy,Movie title: Monty Python's Life of Brian (1979). Genres: Comedy
1081,Victor/Victoria (1982),Comedy|Musical,Movie title: Victor/Victoria (1982). Genres: Comedy|Musical
1082,"Candidate, The (1972)",Drama,"Movie title: Candidate, The (1972). Genres: Drama"
1083,"Great Race, The (1965)",Comedy|Musical,"Movie title: Great Race, The (1965). Genres: Comedy|Musical"
1084,Bonnie and Clyde (1967),Crime|Drama,Movie title: Bonnie and Clyde (1967). Genres: Crime|Drama
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,"Movie title: Old Man and the Sea, The (1958). Genres: Adventure|Drama"
1086,Dial M for Murder (1954),Mystery|Thriller,Movie title: Dial M for Murder (1954). Genres: Mystery|Thriller
1087,Madame Butterfly (1995),Musical,Movie title: Madame Butterfly (1995). Genres: Musical
1088,Dirty Dancing (1987),Musical|Romance,Movie title: Dirty Dancing (1987). Genres: Musical|Romance
1089,Reservoir Dogs (1992),Crime|Thriller,Movie title: Reservoir Dogs (1992). Genres: Crime|Thriller
1090,Platoon (1986),Drama|War,Movie title: Platoon (1986). Genres: Drama|War
1091,Weekend at Bernie's (1989),Comedy,Movie title: Weekend at Bernie's (1989). Genres: Comedy
1092,Basic Instinct (1992),Mystery|Thriller,Movie title: Basic Instinct (1992). Genres: Mystery|Thriller
1093,"Doors, The (1991)",Drama|Musical,"Movie title: Doors, The (1991). Genres: Drama|Musical"
1094,"Crying Game, The (1992)",Drama|Romance|War,"Movie title: Crying Game, The (1992). Genres: Drama|Romance|War"
1095,Glengarry Glen Ross (1992),Drama,Movie title: Glengarry Glen Ross (1992). Genres: Drama
1096,Sophie's Choice (1982),Drama,Movie title: Sophie's Choice (1982). Genres: Drama
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,Movie title: E.T. the Extra-Terrestrial (1982). Genres: Children's|Drama|Fantasy|Sci-Fi
1098,"Search for One-eye Jimmy, The (1996)",Comedy,"Movie title: Search for One-eye Jimmy, The (1996). Genres: Comedy"
1099,"Christmas Carol, A (1938)",Drama,"Movie title: Christmas Carol, A (1938). Genres: Drama"
1100,Days of Thunder (1990),Action|Romance,Movie title: Days of Thunder (1990). Genres: Action|Romance
1101,Top Gun (1986),Action|Romance,Movie title: Top Gun (1986). Genres: Action|Romance
1102,American Strays (1996),Action,Movie title: American Strays (1996). Genres: Action
1103,Rebel Without a Cause (1955),Drama,Movie title: Rebel Without a Cause (1955). Genres: Drama
1104,"Streetcar Named Desire, A (1951)",Drama,"Movie title: Streetcar Named Desire, A (1951). Genres: Drama"
1105,Children of the Corn IV: The Gathering (1996),Horror,Movie title: Children of the Corn IV: The Gathering (1996). Genres: Horror
1106,"Leopard Son, The (1996)",Documentary,"Movie title: Leopard Son, The (1996). Genres: Documentary"
1107,Loser (1991),Comedy,Movie title: Loser (1991). Genres: Comedy
1108,Prerokbe Ognja (1995),Documentary,Movie title: Prerokbe Ognja (1995). Genres: Documentary
1109,Charm's Incidents (1996),Drama,Movie title: Charm's Incidents (1996). Genres: Drama
1110,Bird of Prey (1996),Action,Movie title: Bird of Prey (1996). Genres: Action
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,Movie title: Microcosmos (Microcosmos: Le peuple de l'herbe) (1996). Genres: Documentary
1112,Palookaville (1996),Action|Drama,Movie title: Palookaville (1996). Genres: Action|Drama
1113,"Associate, The (1996)",Comedy,"Movie title: Associate, The (1996). Genres: Comedy"
1114,"Funeral, The (1996)",Drama,"Movie title: Funeral, The (1996). Genres: Drama"
1115,Sleepover (1995),Comedy|Drama,Movie title: Sleepover (1995). Genres: Comedy|Drama
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,"Movie title: Single Girl, A (La Fille Seule) (1995). Genres: Drama"
1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,"Movie title: Eighth Day, The (Le Huitième jour ) (1996). Genres: Drama"
1118,Tashunga (1995),Adventure|Western,Movie title: Tashunga (1995). Genres: Adventure|Western
1119,Drunks (1997),Drama,Movie title: Drunks (1997). Genres: Drama
1120,"People vs. Larry Flynt, The (1996)",Drama,"Movie title: People vs. Larry Flynt, The (1996). Genres: Drama"
1121,Glory Daze (1996),Drama,Movie title: Glory Daze (1996). Genres: Drama
1122,Plutonium Circus (1995),Documentary,Movie title: Plutonium Circus (1995). Genres: Documentary
1123,"Perfect Candidate, A (1996)",Documentary,"Movie title: Perfect Candidate, A (1996). Genres: Documentary"
1124,On Golden Pond (1981),Drama,Movie title: On Golden Pond (1981). Genres: Drama
1125,"Return of the Pink Panther, The (1974)",Comedy,"Movie title: Return of the Pink Panther, The (1974). Genres: Comedy"
1126,Drop Dead Fred (1991),Comedy|Fantasy,Movie title: Drop Dead Fred (1991). Genres: Comedy|Fantasy
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,"Movie title: Abyss, The (1989). Genres: Action|Adventure|Sci-Fi|Thriller"
1128,"Fog, The (1980)",Horror,"Movie title: Fog, The (1980). Genres: Horror"
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,Movie title: Escape from New York (1981). Genres: Action|Adventure|Sci-Fi|Thriller
1130,"Howling, The (1980)",Horror,"Movie title: Howling, The (1980). Genres: Horror"
1131,Jean de Florette (1986),Drama,Movie title: Jean de Florette (1986). Genres: Drama
1132,Manon of the Spring (Manon des sources) (1986),Drama,Movie title: Manon of the Spring (Manon des sources) (1986). Genres: Drama
1133,Talking About Sex (1994),Comedy|Drama,Movie title: Talking About Sex (1994). Genres: Comedy|Drama
1134,Johnny 100 Pesos (1993),Action|Drama,Movie title: Johnny 100 Pesos (1993). Genres: Action|Drama
1135,Private Benjamin (1980),Comedy,Movie title: Private Benjamin (1980). Genres: Comedy
1136,Monty Python and the Holy Grail (1974),Comedy,Movie title: Monty Python and the Holy Grail (1974). Genres: Comedy
1137,Hustler White (1996),Romance,Movie title: Hustler White (1996). Genres: Romance
1138,Dadetown (1995),Documentary,Movie title: Dadetown (1995). Genres: Documentary
1139,Everything Relative (1996),Drama,Movie title: Everything Relative (1996). Genres: Drama
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,Movie title: Entertaining Angels: The Dorothy Day Story (1996). Genres: Drama
1141,Hoogste tijd (1995),Drama,Movie title: Hoogste tijd (1995). Genres: Drama
1142,Get Over It (1996),Drama,Movie title: Get Over It (1996). Genres: Drama
1143,Three Lives and Only One Death (1996),Comedy,Movie title: Three Lives and Only One Death (1996). Genres: Comedy
1144,"Line King: Al Hirschfeld, The (1996)",Documentary,"Movie title: Line King: Al Hirschfeld, The (1996). Genres: Documentary"
1145,Snowriders (1996),Documentary,Movie title: Snowriders (1996). Genres: Documentary
1146,Curtis's Charm (1995),Comedy|Drama,Movie title: Curtis's Charm (1995). Genres: Comedy|Drama
1147,When We Were Kings (1996),Documentary,Movie title: When We Were Kings (1996). Genres: Documentary
1148,"Wrong Trousers, The (1993)",Animation|Comedy,"Movie title: Wrong Trousers, The (1993). Genres: Animation|Comedy"
1149,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,Movie title: JLG/JLG - autoportrait de décembre (1994). Genres: Documentary|Drama
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,"Movie title: Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982). Genres: Drama"
1151,Faust (1994),Animation|Comedy|Thriller,Movie title: Faust (1994). Genres: Animation|Comedy|Thriller
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,Movie title: He Walked by Night (1948). Genres: Crime|Film-Noir|Thriller
1153,Raw Deal (1948),Film-Noir,Movie title: Raw Deal (1948). Genres: Film-Noir
1154,T-Men (1947),Film-Noir,Movie title: T-Men (1947). Genres: Film-Noir
1155,"Invitation, The (Zaproszenie) (1986)",Drama,"Movie title: Invitation, The (Zaproszenie) (1986). Genres: Drama"
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,"Movie title: Children Are Watching us, The (Bambini ci guardano, I) (1942). Genres: Drama"
1157,"Symphonie pastorale, La (1946)",Drama,"Movie title: Symphonie pastorale, La (1946). Genres: Drama"
1158,Here Comes Cookie (1935),Comedy,Movie title: Here Comes Cookie (1935). Genres: Comedy
1159,Love in Bloom (1935),Romance,Movie title: Love in Bloom (1935). Genres: Romance
1160,Six of a Kind (1934),Comedy,Movie title: Six of a Kind (1934). Genres: Comedy
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,"Movie title: Tin Drum, The (Blechtrommel, Die) (1979). Genres: Drama"
1162,"Ruling Class, The (1972)",Comedy,"Movie title: Ruling Class, The (1972). Genres: Comedy"
1163,Mina Tannenbaum (1994),Drama,Movie title: Mina Tannenbaum (1994). Genres: Drama
1164,Two or Three Things I Know About Her (1966),Drama,Movie title: Two or Three Things I Know About Her (1966). Genres: Drama
1165,"Bloody Child, The (1996)",Drama|Thriller,"Movie title: Bloody Child, The (1996). Genres: Drama|Thriller"
1166,Farmer & Chase (1995),Comedy,Movie title: Farmer & Chase (1995). Genres: Comedy
1167,Dear God (1996),Comedy,Movie title: Dear God (1996). Genres: Comedy
1168,Bad Moon (1996),Horror,Movie title: Bad Moon (1996). Genres: Horror
1169,American Dream (1990),Documentary,Movie title: American Dream (1990). Genres: Documentary
1170,Best of the Best 3: No Turning Back (1995),Action,Movie title: Best of the Best 3: No Turning Back (1995). Genres: Action
1171,Bob Roberts (1992),Comedy,Movie title: Bob Roberts (1992). Genres: Comedy
1172,Cinema Paradiso (1988),Comedy|Drama|Romance,Movie title: Cinema Paradiso (1988). Genres: Comedy|Drama|Romance
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,"Movie title: Cook the Thief His Wife & Her Lover, The (1989). Genres: Drama"
1174,Grosse Fatigue (1994),Comedy,Movie title: Grosse Fatigue (1994). Genres: Comedy
1175,Delicatessen (1991),Comedy|Sci-Fi,Movie title: Delicatessen (1991). Genres: Comedy|Sci-Fi
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,"Movie title: Double Life of Veronique, The (La Double Vie de Véronique) (1991). Genres: Drama"
1177,Enchanted April (1991),Drama,Movie title: Enchanted April (1991). Genres: Drama
1178,Paths of Glory (1957),Drama|War,Movie title: Paths of Glory (1957). Genres: Drama|War
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,"Movie title: Grifters, The (1990). Genres: Crime|Drama|Film-Noir"
1180,Hear My Song (1991),Comedy,Movie title: Hear My Song (1991). Genres: Comedy
1181,"Shooter, The (1995)",Action,"Movie title: Shooter, The (1995). Genres: Action"
1183,"English Patient, The (1996)",Drama|Romance|War,"Movie title: English Patient, The (1996). Genres: Drama|Romance|War"
1184,Mediterraneo (1991),Comedy|War,Movie title: Mediterraneo (1991). Genres: Comedy|War
1185,My Left Foot (1989),Drama,Movie title: My Left Foot (1989). Genres: Drama
1186,"Sex, Lies, and Videotape (1989)",Drama,"Movie title: Sex, Lies, and Videotape (1989). Genres: Drama"
1187,Passion Fish (1992),Drama,Movie title: Passion Fish (1992). Genres: Drama
1188,Strictly Ballroom (1992),Comedy|Romance,Movie title: Strictly Ballroom (1992). Genres: Comedy|Romance
1189,"Thin Blue Line, The (1988)",Documentary,"Movie title: Thin Blue Line, The (1988). Genres: Documentary"
1190,Tie Me Up! Tie Me Down! (1990),Drama,Movie title: Tie Me Up! Tie Me Down! (1990). Genres: Drama
1191,Madonna: Truth or Dare (1991),Documentary,Movie title: Madonna: Truth or Dare (1991). Genres: Documentary
1192,Paris Is Burning (1990),Documentary,Movie title: Paris Is Burning (1990). Genres: Documentary
